fips_code,lim_timestamp,case_4b_prob,date
48001,7/6/2025 0:00,0,7-Jul
48001,7/6/2025 1:00,0,7-Jul
48001,7/6/2025 2:00,0,7-Jul
48001,7/6/2025 3:00,0,7-Jul
48001,7/6/2025 4:00,0,7-Jul
48001,7/6/2025 5:00,0,7-Jul
48001,7/6/2025 6:00,0,7-Jul
48001,7/6/2025 7:00,0,7-Jul
48001,7/6/2025 8:00,0,7-Jul
48001,7/6/2025 9:00,0.041666667,7-Jul
48001,7/6/2025 10:00,0.083333333,7-Jul
48001,7/6/2025 11:00,0.091666667,7-Jul
48001,7/6/2025 12:00,0.091666667,7-Jul
48001,7/6/2025 13:00,0.091666667,7-Jul
48001,7/6/2025 14:00,0.083333333,7-Jul
48001,7/6/2025 15:00,0.083333333,7-Jul
48001,7/6/2025 16:00,0.05,7-Jul
48001,7/6/2025 17:00,0.008333333,7-Jul
48001,7/6/2025 18:00,0.008333333,7-Jul
48001,7/6/2025 19:00,0.008333333,7-Jul
48001,7/6/2025 20:00,0.008333333,7-Jul
48001,7/6/2025 21:00,0,7-Jul
48001,7/6/2025 22:00,0,7-Jul
48001,7/6/2025 23:00,0,7-Jul
48003,7/6/2025 0:00,0.008333333,7-Jul
48003,7/6/2025 1:00,0.008333333,7-Jul
48003,7/6/2025 2:00,0.008333333,7-Jul
48003,7/6/2025 3:00,0.016666667,7-Jul
48003,7/6/2025 4:00,0.016666667,7-Jul
48003,7/6/2025 5:00,0.008333333,7-Jul
48003,7/6/2025 6:00,0.008333333,7-Jul
48003,7/6/2025 7:00,0.008333333,7-Jul
48003,7/6/2025 8:00,0,7-Jul
48003,7/6/2025 9:00,0,7-Jul
48003,7/6/2025 10:00,0,7-Jul
48003,7/6/2025 11:00,0,7-Jul
48003,7/6/2025 12:00,0,7-Jul
48003,7/6/2025 13:00,0,7-Jul
48003,7/6/2025 14:00,0.008333333,7-Jul
48003,7/6/2025 15:00,0.008333333,7-Jul
48003,7/6/2025 16:00,0,7-Jul
48003,7/6/2025 17:00,0,7-Jul
48003,7/6/2025 18:00,0,7-Jul
48003,7/6/2025 19:00,0,7-Jul
48003,7/6/2025 20:00,0,7-Jul
48003,7/6/2025 21:00,0,7-Jul
48003,7/6/2025 22:00,0,7-Jul
48003,7/6/2025 23:00,0,7-Jul
48005,7/6/2025 0:00,0,7-Jul
48005,7/6/2025 1:00,0,7-Jul
48005,7/6/2025 2:00,0,7-Jul
48005,7/6/2025 3:00,0,7-Jul
48005,7/6/2025 4:00,0,7-Jul
48005,7/6/2025 5:00,0,7-Jul
48005,7/6/2025 6:00,0,7-Jul
48005,7/6/2025 7:00,0,7-Jul
48005,7/6/2025 8:00,0,7-Jul
48005,7/6/2025 9:00,0,7-Jul
48005,7/6/2025 10:00,0,7-Jul
48005,7/6/2025 11:00,0.005208333,7-Jul
48005,7/6/2025 12:00,0.005208333,7-Jul
48005,7/6/2025 13:00,0.005208333,7-Jul
48005,7/6/2025 14:00,0,7-Jul
48005,7/6/2025 15:00,0,7-Jul
48005,7/6/2025 16:00,0.005208333,7-Jul
48005,7/6/2025 17:00,0.005208333,7-Jul
48005,7/6/2025 18:00,0.005208333,7-Jul
48005,7/6/2025 19:00,0.005208333,7-Jul
48005,7/6/2025 20:00,0.005208333,7-Jul
48005,7/6/2025 21:00,0,7-Jul
48005,7/6/2025 22:00,0,7-Jul
48005,7/6/2025 23:00,0,7-Jul
48007,7/6/2025 0:00,0,7-Jul
